Sl No.,Timestamp,Source,Destination,Volume,Protocol
350,2015-10-20 15:35:52 Z,192.168.89.2,8.8.8.8,1,udp
351,2015-10-20 15:35:52 Z,10.10.10.30,10.10.10.10,4,tcp
352,2015-10-20 15:35:54 Z,10.10.10.30,10.10.10.10,4,tcp
353,2015-10-20 15:35:54 Z,10.10.10.30,10.10.10.10,4,tcp
354,2015-10-20 15:35:56 Z,10.10.10.30,10.10.10.10,4,tcp
355,2015-10-20 15:35:56 Z,10.10.10.30,10.10.10.10,4,tcp
356,2015-10-20 15:35:58 Z,10.10.10.30,10.10.10.10,4,tcp
357,2015-10-20 15:35:58 Z,10.10.10.30,10.10.10.10,4,tcp
358,2015-10-20 15:36:00 Z,10.10.10.30,10.10.10.10,4,tcp
359,2015-10-20 15:36:00 Z,10.10.10.30,10.10.10.10,4,tcp
360,2015-10-20 15:36:02 Z,10.10.10.30,10.10.10.10,3,tcp
361,2015-10-20 15:36:02 Z,192.168.89.2,8.8.8.8,1,udp
362,2015-10-20 15:36:02 Z,10.10.10.30,10.10.10.10,3,tcp
363,2015-10-20 15:36:04 Z,10.10.10.30,10.10.10.10,3,tcp
364,2015-10-20 15:36:05 Z,10.10.10.30,10.10.10.10,3,tcp
365,2015-10-20 15:36:06 Z,10.10.10.30,10.10.10.10,3,tcp
366,2015-10-20 15:36:07 Z,10.10.10.30,10.10.10.10,3,tcp
367,2015-10-20 15:36:08 Z,10.10.10.30,10.10.10.10,3,tcp
368,2015-10-20 15:36:09 Z,10.10.10.30,10.10.10.10,3,tcp
369,2015-10-20 15:36:10 Z,10.10.10.30,10.10.10.10,3,tcp
370,2015-10-20 15:36:11 Z,10.10.10.30,10.10.10.10,3,tcp
371,2015-10-20 15:36:12 Z,192.168.89.2,8.8.8.8,1,udp
372,2015-10-20 15:36:12 Z,10.10.10.30,10.10.10.10,3,tcp
373,2015-10-20 15:36:13 Z,10.10.10.30,10.10.10.10,3,tcp
374,2015-10-20 15:36:14 Z,10.10.10.30,10.10.10.10,3,tcp
375,2015-10-20 15:36:15 Z,10.10.10.30,10.10.10.10,3,tcp
376,2015-10-20 15:36:16 Z,10.10.10.30,10.10.10.10,3,tcp
377,2015-10-20 15:36:17 Z,10.10.10.30,10.10.10.10,3,tcp
378,2015-10-20 15:36:18 Z,10.10.10.30,10.10.10.10,3,tcp
379,2015-10-20 15:36:19 Z,10.10.10.30,10.10.10.10,3,tcp
380,2015-10-20 15:36:20 Z,10.10.10.30,10.10.10.10,3,tcp
381,2015-10-20 15:36:21 Z,10.10.10.30,10.10.10.10,3,tcp
382,2015-10-20 15:36:22 Z,192.168.89.2,8.8.8.8,1,udp
383,2015-10-20 15:36:22 Z,10.10.10.30,10.10.10.10,3,tcp
384,2015-10-20 15:36:23 Z,10.10.10.30,10.10.10.10,3,tcp
385,2015-10-20 15:36:24 Z,10.10.10.30,10.10.10.10,3,tcp
386,2015-10-20 15:36:25 Z,10.10.10.30,10.10.10.10,3,tcp
387,2015-10-20 15:36:26 Z,10.10.10.30,10.10.10.10,3,tcp
388,2015-10-20 15:36:27 Z,10.10.10.30,10.10.10.10,3,tcp
389,2015-10-20 15:36:28 Z,10.10.10.30,10.10.10.10,3,tcp
390,2015-10-20 15:36:29 Z,10.10.10.30,10.10.10.10,3,tcp
391,2015-10-20 15:36:30 Z,10.10.10.30,10.10.10.10,3,tcp
392,2015-10-20 15:36:31 Z,10.10.10.30,10.10.10.10,3,tcp
393,2015-10-20 15:36:32 Z,192.168.89.2,8.8.8.8,1,udp
394,2015-10-20 15:36:32 Z,10.10.10.30,10.10.10.10,4,tcp
395,2015-10-20 15:36:33 Z,10.10.10.30,10.10.10.10,4,tcp
396,2015-10-20 15:36:34 Z,10.10.10.30,10.10.10.10,4,tcp
397,2015-10-20 15:36:35 Z,10.10.10.30,10.10.10.10,4,tcp
398,2015-10-20 15:36:36 Z,10.10.10.30,10.10.10.10,4,tcp
399,2015-10-20 15:36:37 Z,10.10.10.30,10.10.10.10,4,tcp
400,2015-10-20 15:36:37 Z,10.10.10.10,10.10.10.30,3,tcp
401,2015-10-20 15:36:37 Z,10.10.10.10,10.10.10.30,5,tcp
402,2015-10-20 15:36:37 Z,10.10.10.10,10.10.10.30,6,tcp
403,2015-10-20 15:36:37 Z,10.10.10.10,10.10.10.30,2,tcp
404,2015-10-20 15:36:37 Z,10.10.10.10,10.10.10.30,6,tcp
405,2015-10-20 15:36:37 Z,10.10.10.10,10.10.10.30,7,tcp
406,2015-10-20 15:36:37 Z,10.10.10.10,10.10.10.30,2,tcp
407,2015-10-20 15:36:37 Z,10.10.10.10,10.10.10.30,4,tcp
408,2015-10-20 15:36:38 Z,10.10.10.10,10.10.10.30,7,tcp
409,2015-10-20 15:36:38 Z,10.10.10.30,10.10.10.10,4,tcp
410,2015-10-20 15:36:39 Z,10.10.10.30,10.10.10.10,4,tcp
411,2015-10-20 15:36:40 Z,10.10.10.30,10.10.10.10,4,tcp
412,2015-10-20 15:36:40 Z,10.10.10.10,10.10.10.30,7,tcp
413,2015-10-20 15:36:40 Z,10.10.10.10,10.10.10.30,7,tcp
414,2015-10-20 15:36:41 Z,10.10.10.30,10.10.10.10,4,tcp
415,2015-10-20 15:36:42 Z,192.168.89.2,8.8.8.8,1,udp
416,2015-10-20 15:36:42 Z,10.10.10.10,10.10.10.30,7,tcp
417,2015-10-20 15:36:42 Z,10.10.10.30,10.10.10.10,4,tcp
418,2015-10-20 15:36:43 Z,10.10.10.30,10.10.10.10,4,tcp
419,2015-10-20 15:36:44 Z,10.10.10.30,10.10.10.10,4,tcp
420,2015-10-20 15:36:44 Z,10.10.10.10,10.10.10.30,7,tcp
421,2015-10-20 15:36:44 Z,10.10.10.10,10.10.10.30,7,tcp
422,2015-10-20 15:36:44 Z,10.10.10.10,10.10.10.30,7,tcp
423,2015-10-20 15:36:45 Z,10.10.10.30,10.10.10.10,4,tcp
424,2015-10-20 15:36:45 Z,10.10.10.10,10.10.10.30,7,tcp
425,2015-10-20 15:36:46 Z,10.10.10.10,10.10.10.30,7,tcp
426,2015-10-20 15:36:46 Z,10.10.10.30,10.10.10.10,4,tcp
427,2015-10-20 15:36:46 Z,10.10.10.10,10.10.10.30,7,tcp
428,2015-10-20 15:36:46 Z,10.10.10.10,10.10.10.30,7,tcp
429,2015-10-20 15:36:47 Z,10.10.10.30,10.10.10.10,4,tcp
430,2015-10-20 15:36:48 Z,10.10.10.30,10.10.10.10,4,tcp
431,2015-10-20 15:36:48 Z,10.10.10.10,10.10.10.30,7,tcp
432,2015-10-20 15:36:48 Z,10.10.10.10,10.10.10.30,7,tcp
433,2015-10-20 15:36:49 Z,10.10.10.10,10.10.10.30,7,tcp
434,2015-10-20 15:36:49 Z,10.10.10.30,10.10.10.10,4,tcp
435,2015-10-20 15:36:49 Z,10.10.10.10,10.10.10.30,7,tcp
436,2015-10-20 15:36:50 Z,10.10.10.30,10.10.10.10,4,tcp
437,2015-10-20 15:36:51 Z,10.10.10.30,10.10.10.10,4,tcp
438,2015-10-20 15:36:52 Z,192.168.89.2,8.8.8.8,1,udp
439,2015-10-20 15:36:52 Z,10.10.10.10,10.10.10.30,7,tcp
440,2015-10-20 15:36:52 Z,10.10.10.30,10.10.10.10,4,tcp
441,2015-10-20 15:36:52 Z,10.10.10.10,10.10.10.30,7,tcp
442,2015-10-20 15:36:53 Z,10.10.10.30,10.10.10.10,3,tcp
443,2015-10-20 15:36:53 Z,10.10.10.10,10.10.10.30,7,tcp
444,2015-10-20 15:36:54 Z,10.10.10.10,10.10.10.30,7,tcp
445,2015-10-20 15:36:54 Z,10.10.10.30,10.10.10.10,3,tcp
446,2015-10-20 15:36:55 Z,10.10.10.10,10.10.10.30,7,tcp
447,2015-10-20 15:36:55 Z,10.10.10.30,10.10.10.10,3,tcp
448,2015-10-20 15:36:55 Z,10.10.10.10,10.10.10.30,7,tcp
449,2015-10-20 15:36:56 Z,10.10.10.30,10.10.10.10,3,tcp
450,2015-10-20 15:36:56 Z,10.10.10.10,10.10.10.30,7,tcp
451,2015-10-20 15:36:57 Z,10.10.10.10,10.10.10.30,7,tcp
452,2015-10-20 15:36:57 Z,10.10.10.30,10.10.10.10,3,tcp
453,2015-10-20 15:36:58 Z,10.10.10.30,10.10.10.10,3,tcp
454,2015-10-20 15:36:58 Z,10.10.10.10,10.10.10.30,7,tcp
455,2015-10-20 15:36:59 Z,10.10.10.10,10.10.10.30,7,tcp
456,2015-10-20 15:36:59 Z,10.10.10.30,10.10.10.10,3,tcp
457,2015-10-20 15:36:59 Z,10.10.10.10,10.10.10.30,7,tcp
458,2015-10-20 15:37:00 Z,10.10.10.10,10.10.10.30,7,tcp
459,2015-10-20 15:37:00 Z,10.10.10.30,10.10.10.10,3,tcp
460,2015-10-20 15:37:01 Z,10.10.10.30,10.10.10.10,3,tcp
461,2015-10-20 15:37:02 Z,192.168.89.2,8.8.8.8,1,udp
462,2015-10-20 15:37:02 Z,10.10.10.30,10.10.10.10,3,tcp
463,2015-10-20 15:37:03 Z,10.10.10.30,10.10.10.10,3,tcp
464,2015-10-20 15:37:04 Z,10.10.10.30,10.10.10.10,3,tcp
465,2015-10-20 15:37:05 Z,10.10.10.30,10.10.10.10,3,tcp
466,2015-10-20 15:37:06 Z,10.10.10.30,10.10.10.10,3,tcp
467,2015-10-20 15:37:07 Z,10.10.10.30,10.10.10.10,3,tcp
468,2015-10-20 15:37:08 Z,10.10.10.30,10.10.10.10,3,tcp
469,2015-10-20 15:37:09 Z,10.10.10.30,10.10.10.10,3,tcp
470,2015-10-20 15:37:10 Z,10.10.10.30,10.10.10.10,3,tcp
471,2015-10-20 15:37:11 Z,10.10.10.30,10.10.10.10,3,tcp
472,2015-10-20 15:37:12 Z,192.168.89.2,8.8.8.8,1,udp
473,2015-10-20 15:37:12 Z,10.10.10.30,10.10.10.10,3,tcp
474,2015-10-20 15:37:13 Z,10.10.10.30,10.10.10.10,3,tcp
475,2015-10-20 15:37:14 Z,10.10.10.30,10.10.10.10,3,tcp
476,2015-10-20 15:37:15 Z,10.10.10.30,10.10.10.10,3,tcp
477,2015-10-20 15:37:16 Z,10.10.10.30,10.10.10.10,3,tcp
478,2015-10-20 15:37:17 Z,10.10.10.30,10.10.10.10,3,tcp
479,2015-10-20 15:37:18 Z,10.10.10.30,10.10.10.10,3,tcp
480,2015-10-20 15:37:19 Z,10.10.10.30,10.10.10.10,3,tcp
481,2015-10-20 15:37:20 Z,10.10.10.30,10.10.10.10,3,tcp
482,2015-10-20 15:37:21 Z,10.10.10.30,10.10.10.10,3,tcp
483,2015-10-20 15:37:22 Z,192.168.89.2,8.8.8.8,1,udp
484,2015-10-20 15:37:22 Z,10.10.10.30,10.10.10.10,4,tcp
485,2015-10-20 15:37:23 Z,10.10.10.30,10.10.10.10,4,tcp
486,2015-10-20 15:37:24 Z,10.10.10.30,10.10.10.10,4,tcp
487,2015-10-20 15:37:25 Z,10.10.10.30,10.10.10.10,4,tcp
488,2015-10-20 15:37:26 Z,10.10.10.30,10.10.10.10,4,tcp
489,2015-10-20 15:37:27 Z,10.10.10.30,10.10.10.10,4,tcp
490,2015-10-20 15:37:28 Z,10.10.10.10,10.10.10.30,7,tcp
491,2015-10-20 15:37:28 Z,10.10.10.30,10.10.10.10,4,tcp
492,2015-10-20 15:37:29 Z,10.10.10.10,10.10.10.30,7,tcp
493,2015-10-20 15:37:29 Z,10.10.10.30,10.10.10.10,4,tcp
494,2015-10-20 15:37:30 Z,10.10.10.30,10.10.10.10,4,tcp
495,2015-10-20 15:37:31 Z,10.10.10.30,10.10.10.10,4,tcp
496,2015-10-20 15:37:32 Z,192.168.89.2,8.8.8.8,1,udp
497,2015-10-20 15:37:32 Z,10.10.10.30,10.10.10.10,4,tcp
498,2015-10-20 15:37:33 Z,10.10.10.10,10.10.10.30,7,tcp
499,2015-10-20 15:37:33 Z,10.10.10.30,10.10.10.10,4,tcp
500,2015-10-20 15:37:34 Z,10.10.10.10,10.10.10.30,7,tcp
501,2015-10-20 15:37:34 Z,10.10.10.30,10.10.10.10,4,tcp
502,2015-10-20 15:37:35 Z,10.10.10.10,10.10.10.30,7,tcp
503,2015-10-20 15:37:35 Z,10.10.10.30,10.10.10.10,4,tcp
504,2015-10-20 15:37:36 Z,10.10.10.10,10.10.10.30,7,tcp
505,2015-10-20 15:37:36 Z,10.10.10.30,10.10.10.10,4,tcp
506,2015-10-20 15:37:37 Z,10.10.10.30,10.10.10.10,4,tcp
507,2015-10-20 15:37:38 Z,10.10.10.30,10.10.10.10,4,tcp
508,2015-10-20 15:37:39 Z,10.10.10.10,10.10.10.30,7,tcp
509,2015-10-20 15:37:39 Z,10.10.10.30,10.10.10.10,4,tcp
510,2015-10-20 15:37:40 Z,10.10.10.10,10.10.10.30,7,tcp
511,2015-10-20 15:37:40 Z,10.10.10.10,10.10.10.30,7,tcp
512,2015-10-20 15:37:40 Z,10.10.10.30,10.10.10.10,4,tcp
513,2015-10-20 15:37:41 Z,10.10.10.30,10.10.10.10,4,tcp
514,2015-10-20 15:37:42 Z,192.168.89.2,8.8.8.8,1,udp
515,2015-10-20 15:37:42 Z,10.10.10.30,10.10.10.10,4,tcp
516,2015-10-20 15:37:43 Z,10.10.10.10,10.10.10.30,7,tcp
517,2015-10-20 15:37:43 Z,10.10.10.30,10.10.10.10,3,tcp
518,2015-10-20 15:37:44 Z,10.10.10.10,10.10.10.30,7,tcp
519,2015-10-20 15:37:44 Z,10.10.10.10,10.10.10.30,7,tcp
520,2015-10-20 15:37:44 Z,10.10.10.30,10.10.10.10,3,tcp
521,2015-10-20 15:37:45 Z,10.10.10.30,10.10.10.10,3,tcp
522,2015-10-20 15:37:46 Z,10.10.10.30,10.10.10.10,3,tcp
523,2015-10-20 15:37:47 Z,10.10.10.10,10.10.10.30,7,tcp
524,2015-10-20 15:37:47 Z,10.10.10.30,10.10.10.10,3,tcp
525,2015-10-20 15:37:48 Z,10.10.10.30,10.10.10.10,3,tcp
526,2015-10-20 15:37:49 Z,10.10.10.30,10.10.10.10,3,tcp
527,2015-10-20 15:37:50 Z,10.10.10.30,10.10.10.10,3,tcp
528,2015-10-20 15:37:51 Z,10.10.10.10,10.10.10.30,7,tcp
529,2015-10-20 15:37:51 Z,10.10.10.30,10.10.10.10,3,tcp
530,2015-10-20 15:37:52 Z,192.168.89.2,8.8.8.8,1,udp
531,2015-10-20 15:37:52 Z,10.10.10.30,10.10.10.10,3,tcp
532,2015-10-20 15:37:53 Z,10.10.10.30,10.10.10.10,3,tcp
533,2015-10-20 15:37:54 Z,10.10.10.30,10.10.10.10,3,tcp
534,2015-10-20 15:37:55 Z,10.10.10.30,10.10.10.10,3,tcp
535,2015-10-20 15:37:56 Z,10.10.10.30,10.10.10.10,3,tcp
536,2015-10-20 15:37:57 Z,10.10.10.30,10.10.10.10,3,tcp
537,2015-10-20 15:37:58 Z,10.10.10.30,10.10.10.10,3,tcp
538,2015-10-20 15:37:59 Z,10.10.10.30,10.10.10.10,3,tcp
539,2015-10-20 15:38:00 Z,10.10.10.30,10.10.10.10,3,tcp
540,2015-10-20 15:38:01 Z,10.10.10.30,10.10.10.10,3,tcp
541,2015-10-20 15:38:02 Z,192.168.89.2,8.8.8.8,1,udp
542,2015-10-20 15:38:02 Z,10.10.10.30,10.10.10.10,3,tcp
543,2015-10-20 15:38:03 Z,10.10.10.30,10.10.10.10,3,tcp
544,2015-10-20 15:38:04 Z,10.10.10.30,10.10.10.10,3,tcp
545,2015-10-20 15:38:05 Z,10.10.10.30,10.10.10.10,3,tcp
546,2015-10-20 15:38:06 Z,10.10.10.30,10.10.10.10,3,tcp
547,2015-10-20 15:38:07 Z,10.10.10.30,10.10.10.10,3,tcp
548,2015-10-20 15:38:08 Z,10.10.10.30,10.10.10.10,3,tcp
549,2015-10-20 15:38:09 Z,10.10.10.30,10.10.10.10,3,tcp
550,2015-10-20 15:38:10 Z,10.10.10.30,10.10.10.10,3,tcp
551,2015-10-20 15:38:11 Z,10.10.10.30,10.10.10.10,3,tcp
552,2015-10-20 15:38:12 Z,192.168.89.2,8.8.8.8,1,udp
553,2015-10-20 15:38:12 Z,10.10.10.30,10.10.10.10,4,tcp
554,2015-10-20 15:38:13 Z,10.10.10.30,10.10.10.10,4,tcp
555,2015-10-20 15:38:14 Z,10.10.10.30,10.10.10.10,4,tcp
556,2015-10-20 15:38:15 Z,10.10.10.30,10.10.10.10,4,tcp
557,2015-10-20 15:38:16 Z,10.10.10.30,10.10.10.10,4,tcp
558,2015-10-20 15:38:17 Z,10.10.10.30,10.10.10.10,4,tcp
559,2015-10-20 15:38:18 Z,10.10.10.30,10.10.10.10,4,tcp
560,2015-10-20 15:38:19 Z,10.10.10.30,10.10.10.10,4,tcp
561,2015-10-20 15:38:20 Z,10.10.10.30,10.10.10.10,4,tcp
562,2015-10-20 15:38:21 Z,10.10.10.30,10.10.10.10,4,tcp
563,2015-10-20 15:38:22 Z,192.168.89.2,8.8.8.8,1,udp
564,2015-10-20 15:38:22 Z,10.10.10.30,10.10.10.10,4,tcp
565,2015-10-20 15:38:23 Z,10.10.10.30,10.10.10.10,4,tcp
566,2015-10-20 15:38:24 Z,10.10.10.30,10.10.10.10,4,tcp
567,2015-10-20 15:38:25 Z,10.10.10.30,10.10.10.10,4,tcp
568,2015-10-20 15:38:27 Z,10.10.10.30,10.10.10.10,4,tcp
569,2015-10-20 15:38:27 Z,10.10.10.30,10.10.10.10,4,tcp
570,2015-10-20 15:38:29 Z,10.10.10.30,10.10.10.10,4,tcp
571,2015-10-20 15:38:29 Z,10.10.10.30,10.10.10.10,4,tcp
572,2015-10-20 15:38:31 Z,10.10.10.30,10.10.10.10,4,tcp
573,2015-10-20 15:38:31 Z,10.10.10.30,10.10.10.10,4,tcp
574,2015-10-20 15:38:32 Z,192.168.89.2,8.8.8.8,1,udp
575,2015-10-20 15:38:33 Z,10.10.10.30,10.10.10.10,4,tcp
576,2015-10-20 15:38:33 Z,10.10.10.30,10.10.10.10,3,tcp
577,2015-10-20 15:38:35 Z,10.10.10.30,10.10.10.10,3,tcp
578,2015-10-20 15:38:35 Z,10.10.10.30,10.10.10.10,3,tcp
579,2015-10-20 15:38:37 Z,10.10.10.30,10.10.10.10,3,tcp
580,2015-10-20 15:38:37 Z,10.10.10.30,10.10.10.10,3,tcp
581,2015-10-20 15:38:39 Z,10.10.10.30,10.10.10.10,3,tcp
582,2015-10-20 15:38:39 Z,10.10.10.30,10.10.10.10,3,tcp
583,2015-10-20 15:38:41 Z,10.10.10.30,10.10.10.10,3,tcp
584,2015-10-20 15:38:41 Z,10.10.10.30,10.10.10.10,3,tcp
585,2015-10-20 15:38:42 Z,192.168.89.2,8.8.8.8,1,udp
586,2015-10-20 15:38:43 Z,10.10.10.30,10.10.10.10,3,tcp
587,2015-10-20 15:38:43 Z,10.10.10.30,10.10.10.10,3,tcp
588,2015-10-20 15:38:45 Z,10.10.10.30,10.10.10.10,3,tcp
589,2015-10-20 15:38:46 Z,10.10.10.30,10.10.10.10,3,tcp
590,2015-10-20 15:38:47 Z,10.10.10.30,10.10.10.10,3,tcp
591,2015-10-20 15:38:48 Z,10.10.10.30,10.10.10.10,3,tcp
592,2015-10-20 15:38:49 Z,10.10.10.30,10.10.10.10,3,tcp
593,2015-10-20 15:38:50 Z,10.10.10.30,10.10.10.10,3,tcp
594,2015-10-20 15:38:51 Z,10.10.10.30,10.10.10.10,3,tcp
595,2015-10-20 15:38:52 Z,10.10.10.30,10.10.10.10,3,tcp
596,2015-10-20 15:38:52 Z,192.168.89.2,8.8.8.8,1,udp
597,2015-10-20 15:38:53 Z,10.10.10.30,10.10.10.10,3,tcp
598,2015-10-20 15:38:54 Z,10.10.10.30,10.10.10.10,3,tcp
599,2015-10-20 15:38:55 Z,10.10.10.30,10.10.10.10,3,tcp
600,2015-10-20 15:38:57 Z,10.10.10.30,10.10.10.10,3,tcp
601,2015-10-20 15:38:58 Z,10.10.10.30,10.10.10.10,3,tcp
602,2015-10-20 15:38:59 Z,10.10.10.30,10.10.10.10,3,tcp
603,2015-10-20 15:39:00 Z,10.10.10.30,10.10.10.10,3,tcp
604,2015-10-20 15:39:01 Z,10.10.10.30,10.10.10.10,3,tcp
605,2015-10-20 15:39:02 Z,192.168.89.2,8.8.8.8,1,udp
606,2015-10-20 15:39:02 Z,10.10.10.30,10.10.10.10,3,tcp
607,2015-10-20 15:39:03 Z,10.10.10.30,10.10.10.10,1,tcp
608,2015-10-20 15:39:03 Z,10.10.10.30,10.10.10.10,4,tcp
609,2015-10-20 15:39:04 Z,10.10.10.30,10.10.10.10,4,tcp
610,2015-10-20 15:39:05 Z,10.10.10.30,10.10.10.10,4,tcp
611,2015-10-20 15:39:06 Z,10.10.10.30,10.10.10.10,4,tcp
612,2015-10-20 15:39:07 Z,10.10.10.30,10.10.10.10,4,tcp
613,2015-10-20 15:39:08 Z,10.10.10.30,10.10.10.10,4,tcp
614,2015-10-20 15:39:08 Z,10.10.10.10,10.10.10.30,2,tcp
615,2015-10-20 15:39:08 Z,10.10.10.10,10.10.10.30,5,tcp
616,2015-10-20 15:39:09 Z,10.10.10.30,10.10.10.10,4,tcp
617,2015-10-20 15:39:09 Z,10.10.10.10,10.10.10.30,7,tcp
618,2015-10-20 15:39:10 Z,10.10.10.30,10.10.10.10,4,tcp
619,2015-10-20 15:39:11 Z,10.10.10.30,10.10.10.10,4,tcp
620,2015-10-20 15:39:12 Z,192.168.89.2,8.8.8.8,1,udp
621,2015-10-20 15:39:12 Z,10.10.10.30,10.10.10.10,4,tcp
622,2015-10-20 15:39:12 Z,10.10.10.10,10.10.10.30,7,tcp
623,2015-10-20 15:39:12 Z,10.10.10.10,10.10.10.30,7,tcp
624,2015-10-20 15:39:13 Z,10.10.10.30,10.10.10.10,4,tcp
625,2015-10-20 15:39:14 Z,10.10.10.30,10.10.10.10,4,tcp
626,2015-10-20 15:39:15 Z,10.10.10.30,10.10.10.10,4,tcp
627,2015-10-20 15:39:15 Z,10.10.10.10,10.10.10.30,7,tcp
628,2015-10-20 15:39:16 Z,10.10.10.30,10.10.10.10,4,tcp
629,2015-10-20 15:39:17 Z,10.10.10.30,10.10.10.10,4,tcp
630,2015-10-20 15:39:17 Z,10.10.10.10,10.10.10.30,7,tcp
631,2015-10-20 15:39:18 Z,10.10.10.30,10.10.10.10,4,tcp
632,2015-10-20 15:39:19 Z,10.10.10.30,10.10.10.10,4,tcp
633,2015-10-20 15:39:20 Z,10.10.10.30,10.10.10.10,4,tcp
634,2015-10-20 15:39:21 Z,10.10.10.30,10.10.10.10,4,tcp
635,2015-10-20 15:39:22 Z,192.168.89.2,8.8.8.8,1,udp
636,2015-10-20 15:39:22 Z,10.10.10.30,10.10.10.10,4,tcp
637,2015-10-20 15:39:22 Z,10.10.10.10,10.10.10.30,7,tcp
638,2015-10-20 15:39:23 Z,10.10.10.10,10.10.10.30,7,tcp
639,2015-10-20 15:39:23 Z,10.10.10.30,10.10.10.10,4,tcp
640,2015-10-20 15:39:23 Z,10.10.10.10,10.10.10.30,7,tcp
641,2015-10-20 15:39:24 Z,10.10.10.30,10.10.10.10,3,tcp
642,2015-10-20 15:39:25 Z,10.10.10.30,10.10.10.10,3,tcp
643,2015-10-20 15:39:25 Z,10.10.10.10,10.10.10.30,7,tcp
644,2015-10-20 15:39:26 Z,10.10.10.30,10.10.10.10,3,tcp
645,2015-10-20 15:39:27 Z,10.10.10.30,10.10.10.10,3,tcp
646,2015-10-20 15:39:27 Z,10.10.10.10,10.10.10.30,7,tcp
647,2015-10-20 15:39:28 Z,10.10.10.30,10.10.10.10,3,tcp
648,2015-10-20 15:39:29 Z,10.10.10.30,10.10.10.10,3,tcp
649,2015-10-20 15:39:29 Z,10.10.10.10,10.10.10.30,7,tcp
650,2015-10-20 15:39:30 Z,10.10.10.30,10.10.10.10,3,tcp
651,2015-10-20 15:39:30 Z,10.10.10.10,10.10.10.30,7,tcp
652,2015-10-20 15:39:31 Z,10.10.10.30,10.10.10.10,3,tcp
653,2015-10-20 15:39:32 Z,192.168.89.2,8.8.8.8,1,udp
654,2015-10-20 15:39:32 Z,10.10.10.30,10.10.10.10,3,tcp
655,2015-10-20 15:39:33 Z,10.10.10.30,10.10.10.10,3,tcp
656,2015-10-20 15:39:34 Z,10.10.10.30,10.10.10.10,3,tcp
657,2015-10-20 15:39:35 Z,10.10.10.30,10.10.10.10,3,tcp
658,2015-10-20 15:39:36 Z,10.10.10.30,10.10.10.10,3,tcp
659,2015-10-20 15:39:37 Z,10.10.10.30,10.10.10.10,3,tcp
660,2015-10-20 15:39:38 Z,10.10.10.30,10.10.10.10,3,tcp
661,2015-10-20 15:39:39 Z,10.10.10.30,10.10.10.10,3,tcp
662,2015-10-20 15:39:40 Z,10.10.10.30,10.10.10.10,3,tcp
663,2015-10-20 15:39:41 Z,10.10.10.30,10.10.10.10,3,tcp
664,2015-10-20 15:39:42 Z,192.168.89.2,8.8.8.8,1,udp
665,2015-10-20 15:39:42 Z,10.10.10.30,10.10.10.10,3,tcp
666,2015-10-20 15:39:43 Z,10.10.10.30,10.10.10.10,3,tcp
667,2015-10-20 15:39:44 Z,10.10.10.30,10.10.10.10,3,tcp
668,2015-10-20 15:39:45 Z,10.10.10.30,10.10.10.10,3,tcp
669,2015-10-20 15:39:46 Z,10.10.10.30,10.10.10.10,3,tcp
670,2015-10-20 15:39:47 Z,10.10.10.30,10.10.10.10,3,tcp
671,2015-10-20 15:39:48 Z,10.10.10.30,10.10.10.10,3,tcp
672,2015-10-20 15:39:49 Z,10.10.10.30,10.10.10.10,3,tcp
673,2015-10-20 15:39:50 Z,10.10.10.30,10.10.10.10,3,tcp
674,2015-10-20 15:39:51 Z,10.10.10.30,10.10.10.10,3,tcp
675,2015-10-20 15:39:52 Z,192.168.89.2,8.8.8.8,1,udp
676,2015-10-20 15:39:52 Z,10.10.10.30,10.10.10.10,3,tcp
677,2015-10-20 15:39:53 Z,10.10.10.30,10.10.10.10,3,tcp
678,2015-10-20 15:39:54 Z,10.10.10.30,10.10.10.10,4,tcp
679,2015-10-20 15:39:55 Z,10.10.10.30,10.10.10.10,4,tcp
680,2015-10-20 15:39:56 Z,10.10.10.30,10.10.10.10,4,tcp
681,2015-10-20 15:39:57 Z,10.10.10.30,10.10.10.10,4,tcp
682,2015-10-20 15:39:58 Z,10.10.10.30,10.10.10.10,4,tcp
683,2015-10-20 15:39:59 Z,10.10.10.30,10.10.10.10,4,tcp
684,2015-10-20 15:40:00 Z,10.10.10.30,10.10.10.10,4,tcp
685,2015-10-20 15:40:01 Z,10.10.10.30,10.10.10.10,4,tcp
686,2015-10-20 15:40:02 Z,192.168.89.2,8.8.8.8,1,udp
687,2015-10-20 15:40:02 Z,10.10.10.30,10.10.10.10,4,tcp
688,2015-10-20 15:40:03 Z,10.10.10.30,10.10.10.10,4,tcp
689,2015-10-20 15:40:04 Z,10.10.10.30,10.10.10.10,4,tcp
690,2015-10-20 15:40:05 Z,10.10.10.30,10.10.10.10,4,tcp
691,2015-10-20 15:40:06 Z,10.10.10.30,10.10.10.10,4,tcp
692,2015-10-20 15:40:07 Z,10.10.10.30,10.10.10.10,4,tcp
693,2015-10-20 15:40:08 Z,10.10.10.30,10.10.10.10,4,tcp
694,2015-10-20 15:40:09 Z,10.10.10.30,10.10.10.10,4,tcp
695,2015-10-20 15:40:10 Z,10.10.10.30,10.10.10.10,4,tcp
696,2015-10-20 15:40:11 Z,10.10.10.30,10.10.10.10,4,tcp
697,2015-10-20 15:40:12 Z,192.168.89.2,8.8.8.8,1,udp
698,2015-10-20 15:40:12 Z,10.10.10.30,10.10.10.10,4,tcp
